cluster	rank	gene	score	logfoldchange	pvals_adj	pct_nonzero_in_cluster
0	1	TMSB4X	51.418915	2.1338422	0.0	0.0013333333333333333
0	2	TMSB10	47.332962	1.8931698	0.0	0.0006666666666666666
0	3	PRCP	46.224476	3.2402844	0.0	0.0
0	4	RAMP2	44.43118	2.96772	0.0	0.14466666666666667
0	5	APLNR	44.09754	3.7681887	0.0	0.14866666666666667
0	6	GNG11	43.32724	2.522027	0.0	0.0
0	7	COL4A1	43.20605	2.990531	0.0	0.006
0	8	COL4A2	41.0936	2.7150567	0.0	0.002
0	9	ATP5E	40.97954	1.3171943	0.0	0.0
0	10	FKBP1A	40.909683	1.9988278	0.0	0.017333333333333333
0	11	RPS28	40.667793	0.95540327	0.0	0.0006666666666666666
0	12	VAMP5	39.646374	2.211292	0.0	0.014666666666666666
0	13	PECAM1	38.21475	2.5724697	0.0	0.006
0	14	PLVAP	37.99746	2.6648421	0.0	0.0013333333333333333
0	15	CAV1	37.675694	2.3586366	2.196276971976778e-307	0.0
0	16	CD34	37.282433	2.4324663	5.239650992121899e-301	0.0013333333333333333
0	17	PCAT19	37.18187	2.637769	2.090347603034128e-299	0.011333333333333334
0	18	S100A16	35.358067	2.040198	1.11035117113284e-270	0.17666666666666667
0	19	RPS29	34.489475	0.951383	1.6101279447647596e-257	0.004666666666666667
0	20	FABP4	34.0908	2.7471552	1.3386898585420648e-251	0.0006666666666666666
0	21	MARCKSL1	33.770416	1.9165928	6.772594188231425e-247	0.0
0	22	RPS26	33.68713	1.0777631	1.0755845589676018e-245	0.004
0	23	ECSCR-1	33.46592	2.4270473	1.741321330305245e-242	0.09333333333333334
0	24	RPL38	33.20181	0.9367373	1.120221657469861e-238	0.5133333333333333
0	25	TM4SF1	33.170498	2.1472034	3.0424333772860758e-238	0.0
0	26	CDH5	32.931576	2.5677667	7.627579541295642e-235	0.24466666666666667
0	27	RBP7	32.85766	2.6473353	8.386009175681995e-234	0.0
0	28	MYL6	32.79679	1.0295339	5.982724565790556e-233	0.027333333333333334
0	29	RPL10	32.652927	0.7737834	6.437006905488158e-231	0.0
0	30	PTRF	32.622715	1.7216449	1.6714188208688482e-230	0.0006666666666666666
0	31	ENG	32.560585	2.1472106	1.2289700778487967e-229	0.008
0	32	HSPG2	32.39979	2.0205414	2.220693878220351e-227	0.018
0	33	VWF	32.330036	2.2601495	2.0651729330627563e-226	0.020666666666666667
0	34	RPL27A	32.021633	0.9332501	4.1309352172410597e-222	0.38533333333333336
0	35	RPS17	31.704607	1.2402828	9.888837653850842e-218	0.324
0	36	CRIP2	31.634968	1.828451	8.750246831481103e-217	0.054
0	37	COL15A1	31.609419	2.3009229	1.9127373661736006e-216	0.013333333333333334
0	38	EGFL7	31.567183	2.0457652	7.085334466849507e-216	0.0
0	39	IL32	31.426504	2.1598356	5.829746239088568e-214	0.16466666666666666
0	40	FABP5	31.253376	1.9734249	1.299335362399886e-211	0.0
0	41	SNX3	29.938683	1.3601848	3.9003929282324574e-194	0.004
0	42	SERF2	29.853298	0.82307476	4.906048153606079e-193	0.06133333333333333
0	43	GMFG	29.646616	2.1326935	2.260203435297317e-190	0.038
0	44	SEPW1	29.515915	1.3992214	1.0602428101961184e-188	0.16066666666666668
0	45	CCDC85B	29.491783	1.6848005	2.1155180529411598e-188	0.098
0	46	GNAI2	29.182234	1.6745412	1.8390875116758787e-184	0.0
0	47	RPL32	29.135607	0.7098413	7.024283584993233e-184	0.034
0	48	ID1	28.874357	1.9538913	1.3294538720642822e-180	0.016
0	49	RPLP2	28.680943	0.72385037	3.4297607853616135e-178	0.486
0	50	RDX	28.662674	1.6922569	5.683287927619794e-178	0.20866666666666667
1	1	S100A14	41.232395	5.1161866	0.0	0.0035714285714285713
1	2	CCL25	39.529232	6.4581776	0.0	0.0011904761904761906
1	3	MDK	36.986217	2.8799067	1.6861930507583487e-295	0.0
1	4	KRT5	36.355732	4.4655237	1.4141397546294285e-285	0.06428571428571428
1	5	KRT19	35.799843	4.017383	5.891047044071081e-277	0.07738095238095238
1	6	PLTP	34.7407	4.301916	8.46532178484295e-261	0.0
1	7	TSC22D1	33.471073	2.4614286	4.814282162146449e-242	0.0011904761904761906
1	8	CALML3	32.860855	4.3021007	2.6424189044058455e-233	0.002380952380952381
1	9	RPLP1	32.659622	1.0488751	1.7241421371112115e-230	0.0
1	10	CTSV	32.23116	4.1752615	1.7136490170221436e-224	0.02142857142857143
1	11	PRSS16	32.06696	5.9239573	3.0711802800565914e-222	0.0
1	12	CSTB	31.008154	2.2531793	9.2492336645068e-208	0.005952380952380952
1	13	RPS15A	28.56883	0.9646554	2.7173863895846594e-176	0.008333333333333333
1	14	PSMB11	27.998663	6.4916105	2.6315012278084523e-169	0.0
1	15	PAX1	27.535648	5.0196195	9.685917174587463e-164	0.0011904761904761906
1	16	KRT17	26.822086	3.3480105	2.3680046836506598e-155	0.0
1	17	TBATA	26.732904	5.908965	2.4647142970188898e-154	0.008333333333333333
1	18	ZBED2	26.599411	5.0054603	8.311958545086049e-153	0.15
1	19	KRT8	25.28488	3.2006798	4.96993751485461e-138	0.004761904761904762
1	20	DSP	25.072573	2.9882994	1.0105147376235112e-135	0.002380952380952381
1	21	PDLIM1	24.493784	1.9390751	1.6899239991856644e-129	0.0
1	22	RAB42	24.47931	5.786091	2.3241447906245582e-129	0.004761904761904762
1	23	NGFRAP1	24.148464	1.5004185	7.086435713227743e-126	0.060714285714285714
1	24	HLA-DQB1	23.262894	2.6281655	9.011580824185393e-117	0.5035714285714286
1	25	GAPDH	23.109632	1.0579331	3.0701743303962796e-115	0.0
1	26	PEG10	22.965252	2.763126	8.337814014833549e-114	0.07142857142857142
1	27	SPINT2	22.960026	2.7030265	9.126258078491148e-114	0.0
1	28	CXXC5	22.854242	2.5676792	1.0048019660018584e-112	0.017857142857142856
1	29	RPS19	22.632967	0.6872774	1.5124908788856572e-110	0.0
1	30	ENO1	22.200796	1.5443534	2.3548403933048784e-106	0.014285714285714285
1	31	RPL11	20.916641	0.6292528	2.4437814788971743e-94	0.0011904761904761906
1	32	THY1	20.852425	2.0549433	9.148879334347341e-94	0.0035714285714285713
1	33	KREMEN2	20.695665	5.432963	2.3371866582446434e-92	0.011904761904761904
1	34	CYP1B1	20.662657	2.884337	4.330610696870477e-92	0.07142857142857142
1	35	RPL13A	20.154194	0.66986126	1.3951215093188088e-87	0.22857142857142856
1	36	CST3	19.816526	1.4219465	1.137194707159128e-84	0.04523809523809524
1	37	RPS2	19.605968	0.6798036	6.880634820569303e-83	0.04404761904761905
1	38	PEMT	19.446043	3.572895	1.5460744782154974e-81	0.0
1	39	PITHD1	19.315807	2.7776403	1.907040109436036e-80	0.15476190476190477
1	40	PSMB5	19.167791	1.5041713	3.199481287562365e-79	0.0
1	41	RPS15	19.128878	0.57910675	6.637589730912984e-79	0.007142857142857143
1	42	HLA-DRA	18.988905	1.7381543	9.469654877022464e-78	0.060714285714285714
1	43	LINC00176	18.835987	3.911705	1.664773295716554e-76	0.030952380952380953
1	44	RPS17	18.69332	0.87323505	2.4000856974870343e-75	0.15833333333333333
1	45	SIX1	18.621479	3.2437174	9.058463184534543e-75	0.047619047619047616
1	46	UBB	18.535423	0.70684415	4.43156100093241e-74	0.002380952380952381
1	47	CXCL14	18.52882	2.2455082	4.933138345399785e-74	0.02738095238095238
1	48	ALDOA	18.524904	1.1713759	5.147028036241889e-74	0.04285714285714286
1	49	PSIP1	18.387756	1.7045664	6.32838093265765e-73	0.44761904761904764
1	50	IFI27L2	18.379137	1.776232	7.312416857447555e-73	0.16547619047619047
2	1	COL1A1	36.68643	4.664347	3.187462766906246e-290	0.0
2	2	COL3A1	34.941822	4.111429	2.2857180840786826e-263	0.0
2	3	COL1A2	34.918846	4.102574	3.4019795566898935e-263	0.0
2	4	IGF2	33.84189	3.5107172	3.167036101779811e-247	0.04801097393689986
2	5	LGALS1	32.039215	2.5426545	1.6457604753292064e-221	0.06172839506172839
2	6	MEST	31.973137	4.1583114	1.1391016874395647e-220	0.0
2	7	PTN	31.75457	3.6355488	1.0403395698064724e-217	0.0027434842249657062
2	8	RPS8	31.560404	1.183925	4.279327291911333e-215	0.0
2	9	RPL10	30.614876	0.99032766	2.286367700802434e-202	0.0
2	10	RPL13A	29.719734	1.0960978	1.1322226654444724e-190	0.019204389574759947
2	11	GPC3	27.609573	3.79692	2.0589176433602436e-164	0.0
2	12	SFRP1	27.19257	4.304077	1.757261707159947e-159	0.0027434842249657062
2	13	VCAN	26.400074	3.2411494	2.7897328415037054e-150	0.0013717421124828531
2	14	PCOLCE	26.129921	3.037898	3.1577836261618093e-147	0.0027434842249657062
2	15	MDK	25.766903	2.0918152	3.454686128718232e-143	0.0013717421124828531
2	16	DCN	25.37886	2.6141927	6.734330643237622e-139	0.0013717421124828531
2	17	RPS23	24.99779	0.8222456	9.519895502179199e-135	0.0205761316872428
2	18	LUM	24.893301	3.0202632	1.2272760216211674e-133	0.1289437585733882
2	19	RPS15A	24.470068	0.9026487	3.7100563638599775e-129	0.00823045267489712
2	20	RPS18	24.236141	0.836128	1.0674812952413267e-126	0.0
2	21	POSTN	24.207024	3.8393836	2.073364368183825e-126	0.0
2	22	DLK1	23.74242	3.8148997	1.3958130261899966e-121	0.0
2	23	RPS7	23.6198	0.9009315	2.4611033648216088e-120	0.10699588477366255
2	24	RPS17	22.889236	1.1984982	5.841709284726191e-113	0.3840877914951989
2	25	RPL13	22.875488	0.7164768	7.719907580365653e-113	0.0
2	26	AKAP12	22.827385	2.6486688	2.24226515410404e-112	0.06721536351165981
2	27	RPS14	22.548582	0.7531027	1.2257053440737947e-109	0.0
2	28	RPL10A	22.236813	0.88907737	1.2946343249840266e-106	0.0205761316872428
2	29	OLFML3	22.159372	3.0648308	7.0214834057617e-106	0.0
2	30	OGN	21.943876	3.4613855	7.962865706677236e-104	0.0
2	31	PEG10	21.887941	2.826586	2.6399936419431215e-103	0.0013717421124828531
2	32	RPL27A	21.770418	0.8817711	3.3535200584571503e-102	0.0027434842249657062
2	33	RPS2	21.624231	0.82159233	7.828830229501738e-101	0.0054869684499314125
2	34	MEG3	21.562052	1.9655902	2.9251940960783953e-100	0.07956104252400549
2	35	RPS5	21.526428	0.8690499	6.146105598983819e-100	0.2551440329218107
2	36	RPS11	21.480385	0.8471405	1.6152148069214166e-99	0.024691358024691357
2	37	EEF1A1	21.255932	0.6434309	1.9262477601125107e-97	0.04938271604938271
2	38	RPL31	21.046476	1.01203	1.5933084157363943e-95	0.0
2	39	RPL12	20.987923	0.7917615	5.3394254667124515e-95	0.1262002743484225
2	40	RPS12	20.97319	0.71807575	7.109286653992543e-95	0.0
2	41	RPS15	20.495228	0.7162418	1.3995207501336184e-90	0.0027434842249657062
2	42	RPL32	20.230385	0.6880973	3.049189823981288e-88	0.0438957475994513
2	43	RPL14	20.204815	0.7709186	5.010743811908204e-88	0.015089163237311385
2	44	RPL41	20.155685	0.63141507	1.3255041892647382e-87	0.10973936899862825
2	45	RPL4	19.965307	0.9323523	5.972300366754684e-86	0.03566529492455418
2	46	RPL23A	19.89705	0.7318206	2.289149618538257e-85	0.0
2	47	SRPX	19.81779	2.4897416	1.0872770100891104e-84	0.01646090534979424
2	48	RPL27	19.449228	0.7555238	1.4265467962641448e-81	0.15775034293552812
2	49	RPL35A	19.298794	0.6476865	2.557921469346332e-80	0.33058984910836764
2	50	RPLP2	19.116669	0.667346	8.388308050095651e-79	0.12071330589849108
3	1	TXNIP	39.364174	3.6213555	0.0	0.0
3	2	HLA-E	37.982136	2.7853217	0.0	0.0
3	3	IGKC	36.407093	4.825276	2.9063693973211597e-286	0.0
3	4	SPARCL1	34.276768	2.7953403	1.1547598042158569e-253	0.08357348703170028
3	5	KLF2	33.29321	3.884379	2.5679267344919036e-239	0.04899135446685879
3	6	HLA-C	33.169582	2.1956248	1.3068118083322493e-237	0.0
3	7	HLA-DRB5	32.967224	5.0794973	9.079999498336342e-235	0.001440922190201729
3	8	HYAL2	30.405611	3.3458145	1.2280499113776196e-199	0.0
3	9	PECAM1	30.2954	2.7586625	3.1774520163782483e-198	0.0
3	10	HSPA1A	30.166069	3.2102878	1.4593259294971903e-196	0.002881844380403458
3	11	HLA-DRB1	30.108776	3.0600643	7.587277478062101e-196	0.0
3	12	EGFL7	29.999044	2.7026448	1.913032531816754e-194	0.011527377521613832
3	13	CLDN5	28.754915	3.1792686	1.3031783991369657e-178	0.001440922190201729
3	14	GIMAP7	28.668839	3.1606054	1.4564709391589043e-177	0.0
3	15	EPAS1	28.226347	2.7945743	3.877597695213201e-172	0.0
3	16	AQP1	28.061373	2.9996705	3.848247845742375e-170	0.0
3	17	HLA-B	27.863815	1.7276095	9.25293063302932e-168	0.008645533141210375
3	18	TIMP3	27.811728	2.5595386	3.7723478507885175e-167	0.10662824207492795
3	19	PLVAP	27.67517	2.825478	1.5356758642873255e-165	0.005763688760806916
3	20	VWF	27.16058	2.7977645	2.0144961890993297e-159	0.001440922190201729
3	21	TPT1	26.636723	1.0074975	2.4157566632128884e-153	0.0
3	22	HLA-DPA1	26.524574	2.8364794	4.615760286998017e-152	0.001440922190201729
3	23	NPDC1	26.477499	2.3077707	1.5563533071726732e-151	0.09654178674351585
3	24	UBC	26.409527	1.6088718	8.82666558004624e-151	0.40634005763688763
3	25	SOX18	26.29637	3.4494672	1.6957415567307655e-149	0.0
3	26	CLEC14A	26.291822	2.4827094	1.855206619474582e-149	0.04755043227665706
3	27	HLA-DRA	25.971575	2.5887198	7.86273028326522e-146	0.0
3	28	CD81	25.606304	2.2046726	9.560699123435912e-142	0.023054755043227664
3	29	TACC1	25.383724	2.4401028	2.7344058518703633e-139	0.0
3	30	LIFR	25.351671	2.7868786	6.0110922363523106e-139	0.0
3	31	GSN	25.269363	2.178225	4.718729226135939e-138	0.0
3	32	NOSTRIN	25.24206	3.3096604	9.178614878435194e-138	0.03602305475504323
3	33	IFI27	24.95835	2.2397459	1.1210694070329721e-134	0.07780979827089338
3	34	RNASE1	24.851751	2.5146308	1.56312808708544e-133	0.2579250720461095
3	35	GRASP	24.379293	4.1296883	1.6714755264527797e-128	0.3631123919308357
3	36	TNFSF10	24.219614	2.2910428	7.97109910398325e-127	0.069164265129683
3	37	IGFBP4	23.969767	1.9866621	3.2442657482016353e-124	0.01440922190201729
3	38	EIF1	23.763018	1.0424681	4.4533305408248636e-122	0.0
3	39	HLA-DPB1	23.688053	2.5043428	2.5912893402903058e-121	0.1642651296829971
3	40	ADIRF	23.567142	2.3954399	4.442933423238159e-120	0.0
3	41	DNAJA1	23.392805	2.0565932	2.579928565083572e-118	0.005763688760806916
3	42	IGLC2	23.123095	4.2658377	1.3320560393374623e-115	0.04610951008645533
3	43	ADGRL4	23.004553	2.4001694	2.023673566816645e-114	0.037463976945244955
3	44	MT-ND5	22.851082	1.293661	6.633099229883642e-113	0.2132564841498559
3	45	JUND	22.340258	2.0768607	6.637612164552996e-108	0.19020172910662825
3	46	SDPR	22.14721	2.8305137	4.825032939911929e-106	0.001440922190201729
3	47	TGFBR2	22.117857	2.06876	9.10234239264855e-106	0.08789625360230548
3	48	HSP90AA1	22.035736	1.3298403	5.5102779268872435e-105	0.011527377521613832
3	49	CD74	22.032154	1.9365395	5.870607126062105e-105	0.43948126801152737
3	50	S100A10	22.024317	1.6731535	6.87198157283703e-105	0.22478386167146974
4	1	DCN	39.11109	5.5966363	0.0	0.0016155088852988692
4	2	C1S	37.550556	4.4924417	1.8295133868972725e-304	0.0
4	3	C1R	37.45711	4.3996544	4.067496306610015e-303	0.0
4	4	LUM	37.38772	5.4276414	4.101785673364194e-302	0.17447495961227788
4	5	DPT	37.118477	5.604709	7.502699533597612e-298	0.11954765751211632
4	6	MGP	36.913258	4.5576367	1.2516992919241861e-294	0.0
4	7	PTGDS	36.877316	5.881547	4.044659644405725e-294	0.0032310177705977385
4	8	COL6A2	36.201183	3.7161586	1.933431438177758e-283	0.0
4	9	CST3	36.047825	2.9529305	4.395825515439826e-281	0.0
4	10	CCDC80	35.90855	4.69027	5.958153092376009e-279	0.025848142164781908
4	11	SERPINF1	35.74729	3.9560084	1.7573338930319055e-276	0.0
4	12	SEPP1	35.33545	3.7242072	3.707137334098557e-270	0.011308562197092083
4	13	GSN	35.282013	3.8830154	2.2611585661563572e-269	0.0032310177705977385
4	14	APOD	34.612717	5.089581	3.0809350388165094e-259	0.004846526655896607
4	15	LAPTM4A	34.550175	2.265398	2.5048208981130926e-258	0.0
4	16	COL6A1	33.497883	3.461252	8.576540910795325e-243	0.0016155088852988692
4	17	COL3A1	33.05043	4.2066345	2.3924600413632453e-236	0.01615508885298869
4	18	C7	32.968338	4.5071425	3.403758622666096e-235	0.1567043618739903
4	19	CFD	32.752026	5.639012	3.9656183202447495e-232	0.014539579967689823
4	20	S100A4	32.50135	3.8460019	1.3531466382070308e-228	0.004846526655896607
4	21	COL1A2	32.420883	4.018268	1.760546858213003e-227	0.0
4	22	PCOLCE	32.274208	3.618832	1.9406884215843555e-225	0.009693053311793215
4	23	SGCE	32.16061	3.6942713	7.237498424122873e-224	0.0840064620355412
4	24	SERPING1	32.067215	3.0810883	1.396276243311273e-222	0.420032310177706
4	25	FBLN5	31.268782	4.2999406	1.3158112542532174e-211	0.0016155088852988692
4	26	FMO2	31.227503	4.5794296	4.601745354517918e-211	0.07108239095315025
4	27	FTL	31.207258	1.457335	8.342347191204188e-211	0.004846526655896607
4	28	LGALS3BP	30.362116	3.0162082	1.6467426322301545e-199	0.01615508885298869
4	29	CFH	30.221779	3.5648127	1.121014457673823e-197	0.0
4	30	PRELP	29.994698	4.284151	1.0172435789289033e-194	0.0
4	31	FTH1	29.818466	1.2061273	1.9260723810932728e-192	0.0016155088852988692
4	32	ANGPTL1	29.714285	4.5845947	4.161071574006857e-191	0.008077544426494346
4	33	SRPX	29.594831	4.141246	1.3995842909140488e-189	0.006462035541195477
4	34	COL1A1	29.419113	3.5939631	2.440044327023309e-187	0.046849757673667204
4	35	FGF7	29.193285	4.265915	1.7879907080280494e-184	0.5105008077544426
4	36	ALDH1A1	29.035242	4.4801073	1.741044267123727e-182	0.025848142164781908
4	37	MFAP4	28.882853	4.001504	1.4053123271262357e-180	0.017770597738287562
4	38	COL6A3	28.815485	3.2403395	9.577020728026145e-180	0.0
4	39	GPNMB	28.800695	3.8503826	1.4295813755458199e-179	0.2455573505654281
4	40	ABCA8	28.789478	4.252611	1.9260823543292314e-179	0.0032310177705977385
4	41	ZFP36	28.756264	3.1560729	4.892009999593018e-179	0.004846526655896607
4	42	ITM2B	28.725233	1.5666662	1.166285414420924e-178	0.07592891760904685
4	43	ABCA6	28.50338	4.424404	6.560362824977497e-176	0.027463651050080775
4	44	EGR1	28.334835	2.7886658	7.757692409158941e-174	0.21647819063004847
4	45	BGN	28.193647	3.403898	4.123086122387921e-172	0.07754442649434572
4	46	PTN	28.016912	3.6166391	5.8294774253050185e-170	0.0016155088852988692
4	47	S100A6	27.8205	2.168675	1.3830390449124144e-167	0.03877221324717286
4	48	ANXA1	27.449707	2.3636422	3.86952763001987e-163	0.6526655896607432
4	49	APOE	27.395674	3.6967013	1.671405105213981e-162	0.43134087237479807
4	50	RARRES2	27.382334	3.1368973	2.361490692658564e-162	0.23909531502423265
5	1	NDUFA4L2	30.034626	4.4409833	9.193813732417018e-194	0.0
5	2	CALD1	29.62797	2.4657416	8.646584446374201e-189	0.0
5	3	RGS5	29.58185	4.3119164	2.2614729206376126e-188	0.0
5	4	PLAC9	29.31785	3.2140725	4.072697163957102e-185	0.10606060606060606
5	5	MEF2C	26.566711	2.5572832	8.733936082006174e-152	0.12794612794612795
5	6	COX4I2	26.176214	4.3040433	2.1917421505801226e-147	0.0
5	7	LGALS1	25.333971	2.2770123	5.1138511657050306e-138	0.008417508417508417
5	8	PDGFRB	25.322945	3.5598874	5.918681579903124e-138	0.0
5	9	ACTA2	24.767132	3.6872685	5.97350876477142e-132	0.0
5	10	TPM1	24.695377	2.3859324	3.179892787110314e-131	0.045454545454545456
5	11	TPM2	24.07893	2.6062453	1.0020120338629118e-124	0.0
5	12	NOTCH3	23.736868	3.6417396	3.3184938259504126e-121	0.013468013468013467
5	13	CRIP1	22.70176	2.7308812	8.780788656619592e-111	0.005050505050505051
5	14	RPS17	22.592861	1.2610877	9.6492500357025e-110	0.003367003367003367
5	15	RPS16	22.20058	0.8899428	5.994179890106233e-106	0.0
5	16	MYL9	22.18741	2.2241697	7.5320032340314e-106	0.0
5	17	RPLP2	21.908205	0.7996019	3.3846523712168214e-103	0.006734006734006734
5	18	COL4A2	21.381008	2.0415823	2.9577050850752684e-98	0.16161616161616163
5	19	SEPT4	20.287298	3.3166077	2.3239046754333593e-88	0.010101010101010102
5	20	COL4A1	20.189138	1.993497	1.6173536576088556e-87	0.0
5	21	OAZ2	19.722427	1.941139	1.7480584164980485e-83	0.0
5	22	MT2A	19.502987	1.9681294	1.2482902621203335e-81	0.013468013468013467
5	23	RPS8	19.082613	0.81660235	4.061058698722093e-78	0.49663299663299665
5	24	SPARC	18.856125	1.5170605	2.891948302222712e-76	0.5151515151515151
5	25	CPE	18.754324	1.9483202	1.893249007577172e-75	0.0
5	26	RPL27	18.617252	0.79108715	2.3751602847828708e-74	0.2356902356902357
5	27	RPL27A	18.54602	0.8093234	8.625622083129738e-74	0.0
5	28	RPL10	18.321438	0.6608404	5.286889545060114e-72	0.02861952861952862
5	29	RPL37A	18.085209	0.7027134	3.811434057945628e-70	0.0
5	30	SULT1E1	18.078274	5.185084	4.178215685371574e-70	0.0016835016835016834
5	31	RPS5	17.924728	0.7821275	6.469046816751396e-69	0.0016835016835016834
5	32	MYLK	17.860456	2.322387	1.986283880795087e-68	0.006734006734006734
5	33	RPL35	17.847904	0.71270174	2.4116330190266496e-68	0.005050505050505051
5	34	RPL23A	17.669535	0.69468755	5.6150076687703906e-67	0.17845117845117844
5	35	RPL13A	17.444357	0.75923586	2.8790963355036463e-65	0.24579124579124578
5	36	RPS27	17.03671	0.6114139	3.144530969582586e-62	0.05218855218855219
5	37	RPL23	16.830853	0.789644	1.0119562666839232e-60	0.008417508417508417
5	38	RPS26	16.776117	0.8224566	2.481492415885611e-60	0.0
5	39	KCNJ8	16.762287	3.7056694	3.053475611881743e-60	0.13804713804713806
5	40	RPL5	16.731936	0.739912	4.961456959238604e-60	0.0
5	41	MYL6	16.72861	0.81268996	5.121563673296117e-60	0.0016835016835016834
5	42	RPS15	16.67697	0.63263994	1.1887969748905554e-59	0.05723905723905724
5	43	RPS19	16.65303	0.68303996	1.7338238915857688e-59	0.03198653198653199
5	44	RPL18A	16.616152	0.6451119	3.137730198364075e-59	0.13468013468013468
5	45	RPS11	16.516272	0.71915734	1.6153615198221854e-58	0.058922558922558925
5	46	HBG2	16.478855	1.2035686	2.8763500727044083e-58	0.0
5	47	RPS15A	16.475986	0.6874798	2.9545530104192406e-58	0.02356902356902357
