cluster	rank	gene	score	logfoldchange	pvals_adj	pct_nonzero_in_cluster
11	43	MT-CO3	23.928116	1.7510962	9.203633360037117e-124	0.04861111111111111
11	44	LAMC1	23.860373	3.3047245	4.5564814727602496e-123	0.3090277777777778
11	45	ABCA9	23.786821	4.815319	2.5799250893403477e-122	0.1111111111111111
11	46	SPARC	23.771582	2.5299594	3.6319044581977013e-122	0.0
11	47	PTN	23.758688	4.1731634	4.836013869875149e-122	0.10416666666666667
11	48	TNXB	23.69632	4.7594066	2.0871109825569597e-121	0.8159722222222222
11	49	SPRY1	23.645119	3.1949875	6.889892667469331e-121	0.5381944444444444
11	50	IGF2	23.435503	3.900158	9.476087193641455e-119	0.3923611111111111
12	1	RAMP2	24.553177	3.376375	1.0608002575216363e-128	0.0
12	2	GJA4	24.394627	4.5744915	2.585880430821831e-127	0.0
12	3	SLC9A3R2	23.81499	3.7481134	2.0649520314851416e-121	0.0
12	4	CAV1	23.654776	3.1269183	6.988099097675098e-120	0.15087719298245614
12	5	CXCL12	22.57657	3.7382848	3.906143153622481e-109	0.11929824561403508
12	6	SRP14	22.473732	1.7382702	3.315636088592056e-108	0.0
12	7	ID1	21.737074	3.0040312	3.468596848425218e-101	0.007017543859649123
12	8	SRGN	21.678923	3.4435902	1.0753121330212373e-100	0.0
12	9	TMSB10	21.671448	1.806636	1.1243781707032792e-100	0.0
12	10	IGF2	21.650488	3.469071	1.594951075518201e-100	0.017543859649122806
12	11	MECOM	20.878792	4.1802516	2.0125242540445983e-93	0.0
12	12	STMN1	20.852852	2.6961317	3.173659627403243e-93	0.021052631578947368
12	13	CRIP2	20.583805	2.3851914	7.820923258999128e-91	0.010526315789473684
12	14	A2M	20.549305	2.624724	1.4789372947737522e-90	0.0
12	15	CLEC14A	20.281158	2.8217914	3.3351179892830967e-88	0.0
12	16	PODXL	19.604689	3.547874	2.337306376912262e-82	0.0
12	17	GNG11	19.56482	2.3438747	4.812451677352854e-82	0.010526315789473684
12	18	CDH5	19.506922	2.9268851	1.41271687863065e-81	0.2
12	19	RNASE1	19.40798	2.7943535	9.222462341311208e-81	0.007017543859649123
12	20	TM4SF1	19.130886	2.647943	1.8521240993795282e-78	0.0
12	21	ID3	18.591755	2.1783628	4.732036987199227e-74	0.0
12	22	RDX	18.491812	2.2234197	2.8972038263479375e-73	0.010526315789473684
12	23	SNX3	17.797163	1.7875444	8.57175408514484e-68	0.4666666666666667
12	24	PTRF	17.628048	1.8689153	1.6581304521903504e-66	0.6701754385964912
12	25	RAC1	17.593401	1.6011475	2.935863742349286e-66	0.0
12	26	NOTCH4	17.1851	2.8973963	3.502202466561861e-63	0.3543859649122807
12	27	KDR	17.016624	2.85496	6.073549090041228e-62	0.0
12	28	IL32	16.996838	2.2822251	8.208943205897244e-62	0.031578947368421054
12	29	JAM2	16.982283	2.452871	1.0157962697701014e-61	0.0
12	30	IFI27	16.952194	2.3420045	1.6389601887869235e-61	0.0
12	31	ESAM	16.8281	2.2955925	1.2994802351012078e-60	0.010526315789473684
12	32	CLDN5	16.81106	2.5517294	1.678352016313538e-60	0.042105263157894736
12	33	ECSCR-1	16.3743	2.327447	2.3453528704137372e-57	0.028070175438596492
12	34	SOX17	16.367838	3.0951934	2.5313934596174536e-57	0.5263157894736842
12	35	FABP4	16.304605	2.6945226	6.935194851291406e-57	0.4280701754385965
12	36	TCF4	16.295225	1.6812345	7.860920079377573e-57	0.07719298245614035
12	37	CD34	16.187634	2.1632638	4.419089537886523e-56	0.05964912280701754
12	38	NPDC1	16.166834	1.9831457	6.031719462193954e-56	0.0
12	39	HEG1	16.153282	2.7380598	7.321989291526354e-56	0.18596491228070175
12	40	EFCAB14	16.056803	2.6783426	3.396422061531247e-55	0.0
12	41	TIE1	16.026213	2.791545	5.422961122158855e-55	0.007017543859649123
12	42	PALMD	15.742953	2.304953	4.8478156874509685e-53	0.09473684210526316
12	43	HEY1	15.618494	3.4383948	3.3598722466441224e-52	0.031578947368421054
12	44	PRND	15.602936	3.827866	4.19026889461924e-52	0.17543859649122806
12	45	EPAS1	15.394819	2.0624886	1.0449954817245236e-50	0.10877192982456141
12	46	RBP7	15.38895	2.5765936	1.1193598778813988e-50	0.0
12	47	COL4A1	15.350997	2.1714964	1.9680464557843687e-50	0.03508771929824561
12	48	AQP1	15.321466	2.230907	3.0367459704283426e-50	0.0
12	49	ATP5E	15.264251	1.0406076	7.162486569561975e-50	0.5157894736842106
12	50	ADAM15	15.167886	2.286193	3.0607056648258505e-49	0.256140350877193
13	1	MYL9	26.268997	4.8182573	1.1501843664405936e-147	0.0
13	2	TAGLN	24.692152	5.50253	1.721942832132431e-130	0.0
13	3	TPM2	24.066553	4.2817054	4.951888007408671e-124	0.0
13	4	ADIRF	23.740213	3.912788	9.194028267977998e-121	0.13108614232209737
13	5	ACTA2	23.623957	5.2936735	1.1599187025092139e-119	0.149812734082397
13	6	JUNB	23.508852	3.3894517	1.4636180435087842e-118	0.0
13	7	MFGE8	23.091793	3.6357996	2.1209293964310003e-114	0.003745318352059925
13	8	GADD45B	22.992487	4.0347757	1.837237772340609e-113	0.0
13	9	SOD3	22.89971	3.9327307	1.378243273884063e-112	0.0
13	10	CALD1	22.613272	2.6058934	8.509166512396972e-110	0.056179775280898875
13	11	TINAGL1	22.010868	3.5097227	5.463327430681286e-104	0.0
13	12	ZFP36	21.976955	3.4374592	1.0574859629412866e-103	0.0149812734082397
13	13	NET1	21.944664	4.5366178	1.9866315919993021e-103	0.00749063670411985
13	14	BTG2	21.627312	3.2441044	1.883093566278728e-100	0.003745318352059925
13	15	FRZB	21.432194	4.233402	1.1836961734435075e-98	0.0
13	16	CDKN1A	21.132898	3.5877907	6.571252122652383e-96	0.0
13	17	DSTN	20.985231	2.7756555	1.3959705685567527e-94	0.00749063670411985
13	18	LBH	20.860682	3.6558747	1.796317604424957e-93	0.11610486891385768
13	19	RERGL	20.791748	5.9079256	7.174889532966856e-93	0.003745318352059925
13	20	MT2A	20.499664	3.2159028	2.8745957170458216e-90	0.0
13	21	ATF3	20.287111	3.4529722	2.1106324175541142e-88	0.0
13	22	CYCS	20.213284	3.1820958	9.016944735527247e-88	0.03745318352059925
13	23	PPP1R15A	20.100262	2.7797892	8.463959077048692e-87	0.1198501872659176
13	24	CRIP1	20.082064	3.2529418	1.17021953729473e-86	0.7378277153558053
13	25	FOS	20.030024	2.9019716	3.198529340904404e-86	0.0
13	26	JUN	19.906837	2.7003527	3.621380853810815e-85	0.0749063670411985
13	27	MYH11	19.786802	5.0064473	3.799349540962273e-84	0.0
13	28	NDUFA4L2	19.50387	4.238682	9.307643790862963e-82	0.0
13	29	IGFBP7	19.433878	2.3570912	3.527510488862542e-81	0.0
13	30	CRISPLD2	19.397224	4.079755	6.968159528963832e-81	0.0
13	31	RPL21	19.255194	1.0315135	1.0582984344143501e-79	0.0
13	32	MYLK	19.239595	3.2720854	1.3866934453677733e-79	0.0
13	33	PLN	19.236654	5.733594	1.424466683853932e-79	0.003745318352059925
13	34	OAZ2	19.161509	2.6196973	5.879118342122875e-79	0.04119850187265917
13	35	PHLDA2	18.929548	4.482996	4.667471832926789e-77	0.29213483146067415
13	36	CALM2	18.894445	1.520296	8.843141518300622e-77	0.00749063670411985
13	37	SOCS3	18.60029	2.816671	2.17307658900664e-74	0.00749063670411985
13	38	S100A4	18.415417	3.0957468	6.552049409427325e-73	0.0
13	39	ISYNA1	18.294855	3.303041	5.882469796133882e-72	0.18352059925093633
13	40	COX4I2	18.121744	3.7733676	1.3555327192541578e-70	0.0
13	41	SH3BGRL	17.97581	2.0736532	1.8590937019351224e-69	0.003745318352059925
13	42	RPL7	17.82986	1.0965863	2.49802984318575e-68	0.0299625468164794
13	43	TPM1	17.766539	2.3671646	7.565412455498839e-68	0.026217228464419477
13	44	PPP1R12A	17.748693	2.4836404	1.0170505210433728e-67	0.1797752808988764
13	45	CSRP2	17.66809	2.6013005	4.16729246531008e-67	0.06741573033707865
13	46	NR4A1	17.645775	3.047832	6.05864076995117e-67	0.0
13	47	CPE	17.56622	2.5625298	2.419179092243973e-66	0.011235955056179775
13	48	PHLDA1	17.41832	3.116143	3.1777178379047582e-65	0.18352059925093633
13	49	NTRK2	17.251879	3.0984077	5.524258248155492e-64	0.4344569288389513
13	50	LHFP	17.154032	2.3913121	2.8798657443076387e-63	0.1760299625468165
14	1	GPX3	24.071253	4.6209674	1.326402795977803e-123	0.007518796992481203
14	2	ADH1B	23.73521	6.204321	1.8539960630347297e-120	0.0
14	3	APOE	23.722813	4.710751	1.8539960630347297e-120	0.0
14	4	SERPING1	23.205482	3.4687438	2.657515414197e-115	0.13533834586466165
14	5	CEBPD	22.87221	3.6722453	4.660654675401186e-112	0.05639097744360902
14	6	SERPINF1	22.790918	3.8964014	2.4938040473808863e-111	0.0
14	7	MT2A	21.76194	3.769788	2.017333211010266e-101	0.0
14	8	C1S	21.571993	3.6565247	1.0913203635617872e-99	0.0
14	9	FKBP5	21.537792	3.903668	2.030640781868845e-99	0.0
14	10	CD81	21.26956	2.8683796	5.763174348097322e-97	0.007518796992481203
14	11	IGKC	21.196045	3.8038435	2.5041252080054998e-96	0.0
14	12	TXNIP	21.184036	2.773661	2.962274421963892e-96	0.022556390977443608
14	13	FTL	20.919739	1.6031799	7.222552858506944e-94	0.0
14	14	C1R	20.794432	3.4254594	9.207798855919353e-93	0.0
14	15	IGFBP5	20.343014	3.7112074	9.465259638239128e-89	0.0
14	16	MGP	20.14939	3.4588423	4.515846604452099e-87	0.0
14	17	PRELP	20.09306	4.526131	1.3239562767513059e-86	0.045112781954887216
14	18	TSC22D3	19.695652	2.9610872	3.2794519226984893e-83	0.13157894736842105
14	19	CST3	19.400784	2.2441092	1.007797821916947e-80	0.0037593984962406013
14	20	FMO2	18.7509	3.776265	2.4037585477214297e-75	0.0
14	21	NDRG2	18.670893	2.9549706	1.0296130454642119e-74	0.0
14	22	NNMT	18.552586	3.2590728	8.961717362362227e-74	0.007518796992481203
14	23	MT1X	18.518469	3.899047	1.6193481312042737e-73	0.2744360902255639
14	24	FTH1	18.480827	1.1903063	3.125403441032455e-73	0.3458646616541353
14	25	DCN	18.452026	3.7902124	5.123123276575071e-73	0.0
14	26	SELM	18.210426	2.215532	4.1903466647775064e-71	0.03759398496240601
14	27	ZBTB16	17.774164	3.4791608	1.061328302266479e-67	0.0
14	28	C11orf96	17.755604	3.7723346	1.4264705677212594e-67	0.03383458646616541
14	29	GLUL	17.33802	2.5137732	2.1477832579745784e-64	0.0
14	30	C7	17.334768	3.4827278	2.1994806570299273e-64	0.0037593984962406013
14	31	TIMP3	17.243412	2.6553109	1.0393491563154245e-63	0.0
14	32	SPARCL1	17.161083	2.2635744	4.1737471914894026e-63	0.0037593984962406013
14	33	S100A6	17.031132	1.962935	3.555244443046524e-62	0.015037593984962405
14	34	USP53	17.026407	3.93179	3.7500658870484095e-62	0.06766917293233082
14	35	IGFBP7	16.987516	2.1598437	7.090630668251908e-62	0.3609022556390977
14	36	CFD	16.94178	3.9820604	1.5050108682982588e-61	0.06390977443609022
14	37	MT-ND3	16.901264	1.4709215	2.8484140210521033e-61	0.007518796992481203
14	38	RARRES2	16.706343	2.7792847	7.441005360602567e-60	0.0
14	39	GGT5	16.700298	3.6261315	8.04311534532465e-60	0.20676691729323307
14	40	SOD2	16.692284	2.831653	8.989902550123405e-60	0.0
14	41	APOC1	16.63178	3.9297674	2.4175512617326183e-59	0.007518796992481203
14	42	APOD	16.610144	3.648418	3.3929329529390398e-59	0.041353383458646614
14	43	GSN	16.539448	2.2446663	1.0764049519830239e-58	0.05639097744360902
14	44	PTGDS	16.432016	3.639551	6.234564659176178e-58	0.20676691729323307
14	45	CALD1	16.392397	1.836484	1.1729953426190039e-57	0.05639097744360902
14	46	PDK4	16.314499	2.826737	4.0478128693481384e-57	0.0
14	47	CEBPB	16.171715	2.907356	3.99529061311021e-56	0.07518796992481203
14	48	EIF1	15.973211	1.0573666	9.645876013934698e-55	0.5902255639097744
14	49	MT-CYB	15.867325	1.1976159	5.1445401115845095e-54	0.518796992481203
14	50	SEPP1	15.7680025	2.2322323	2.446378772803503e-53	0.22932330827067668
15	1	PTPRC	24.85799	6.5756807	5.6208655027906445e-132	0.0
15	2	EVL	22.892897	4.7242517	4.834207410028221e-112	0.0
15	3	CD3E	20.93679	6.2336435	1.094352867187588e-93	0.0
15	4	TRBC2	20.891075	6.0888953	2.4455091464819375e-93	0.112
15	5	CORO1A	20.265018	6.050924	6.944616322832586e-88	0.024
15	6	TRAC	19.88461	5.8277936	1.333525693270842e-84	0.0
15	7	LIMD2	19.695557	4.6271167	5.20214167067047e-83	0.008
15	8	MALAT1	19.278858	1.291907	1.4292718883870756e-79	0.0
15	9	SEPT6	19.159922	3.9843776	1.3259083437494888e-78	0.0
15	10	CD3D	19.123316	5.5505056	2.379531455992678e-78	0.02
15	11	CD3G	19.085642	5.3640237	4.639206536310072e-78	0.0
15	12	SATB1	18.886972	5.2460265	1.84357301987517e-76	0.012
15	13	CD2	18.646912	6.0211587	1.6127458525092312e-74	0.008
15	14	IKZF1	18.326874	5.973593	5.581425812308741e-72	0.0
15	15	LEF1	18.117298	5.443624	2.3740136310835612e-70	0.0
15	16	CLEC2D	17.810246	5.3510313	5.574064726826331e-68	0.0
15	17	TCF7	17.280281	3.9443154	5.165560534846245e-64	0.0
15	18	ARHGDIB	17.166698	3.1789467	3.572468862605054e-63	0.152
15	19	FYB	16.7055	5.1811957	8.127453788160625e-60	0.012
15	20	RAC2	16.681162	5.458907	1.1913518948328573e-59	0.0
15	21	LAT	16.492815	5.297235	2.6729649863679233e-58	0.0
15	22	CD37	16.459488	5.6164885	4.5275765917644855e-58	0.012
15	23	LCK	16.338085	5.2000594	3.261793433344809e-57	0.02
15	24	TRAF3IP3	16.208012	5.572635	2.6680346402620185e-56	0.364
15	25	STK17B	16.188858	4.6586466	3.5618826444260563e-56	0.0
15	26	LAPTM5	16.047987	5.0900393	3.262399691477452e-55	0.012
15	27	CD52	15.88619	4.7832866	4.1893445993304553e-54	0.0
15	28	PABPC1	15.656502	1.5897614	1.4730882461930443e-52	0.02
15	29	BCL11B	15.153244	5.292798	2.8545619499546568e-49	0.0
15	30	SARAF	14.532105	2.0510023	2.6124800950633415e-45	0.0
15	31	RGS10	14.461773	3.3618467	7.004061339636022e-45	0.0
15	32	LCP2	14.451122	5.327939	8.075034660535186e-45	0.008
15	33	GPSM3	13.973709	4.4169044	6.502201870017495e-42	0.02
15	34	GMFG	13.847376	2.3269083	3.6449969807826704e-41	0.048
15	35	CAMK4	13.846489	4.9087896	3.6522109999186353e-41	0.136
15	36	C1orf228	13.743571	6.112368	1.4615191311360052e-40	0.056
15	37	TOX2	13.631228	5.129041	6.595810041551587e-40	0.0
15	38	TRBC1	13.507191	4.7572284	3.548465709062328e-39	0.0
15	39	STK4	13.46852	3.531786	5.830013785919557e-39	0.14
15	40	LCP1	13.426522	4.9975014	1.0101596490163957e-38	0.0
15	41	CHI3L2	13.374177	4.5992208	1.9912289964283364e-38	0.004
15	42	ACAP1	13.32471	4.178923	3.801454103784403e-38	0.092
15	43	ANKRD44	12.946681	4.2948976	5.377082821615013e-36	0.028
15	44	TBC1D10C	12.916549	5.4826856	7.892198353234522e-36	0.12
15	45	LTB	12.8939705	3.7828019	1.0409465637928656e-35	0.016
15	46	ITGB2	12.8434105	5.547601	1.9712267514022592e-35	0.0
15	47	CD7	12.78107	5.0352135	4.300196820033995e-35	0.012
15	48	IL2RG	12.6483965	3.782023	2.2767632772204995e-34	0.008
15	49	DGKA	12.46226	4.4009233	2.288025683105309e-33	0.272
15	50	HNRNPH1	12.293297	1.7696985	1.7515420048063216e-32	0.204
16	1	IGFBP5	23.932043	5.971019	3.7694378428742937e-122	0.0
16	2	SAA1	23.817503	6.6854367	2.9171480572358937e-121	0.0
16	3	TPT1	23.527311	1.8643005	1.8948701793395404e-118	0.0
16	4	RPLP1	23.48605	1.7384027	3.7552561447989635e-118	0.11574074074074074
16	5	CTSV	22.960058	5.1162677	6.20119852561208e-113	0.05092592592592592
16	6	RPL30	22.28999	1.4447997	2.0424471980850935e-106	0.0
16	7	KRT19	21.568226	4.6662564	1.1838713333795468e-99	0.0
16	8	KRT5	21.138767	4.2970595	1.0316321730733405e-95	0.0
16	9	GSTO1	20.91258	3.1982937	1.0909374852901977e-93	0.0
16	10	IGKC	20.103077	3.7537546	1.672152680278503e-86	0.009259259259259259
16	11	CEBPD	20.037922	3.3902452	5.685950734330215e-86	0.0
16	12	NACA	19.955256	1.3418777	2.752645567497446e-85	0.004629629629629629
16	13	RPL18	19.52697	1.2001501	1.2269448168600905e-81	0.004629629629629629
16	14	MT1X	19.346193	4.511862	3.880189563346803e-80	0.0
16	15	KRT14	19.238525	5.0497737	2.7457220289247794e-79	0.0
16	16	RPL13	19.238068	0.9982969	2.7457220289247794e-79	0.0
16	17	RPS3A	19.235603	1.1550552	2.7457220289247794e-79	0.0
16	18	RPS9	19.179382	1.0813478	7.680949991308821e-79	0.1712962962962963
16	19	MT-CYB	19.162052	1.7833728	1.0181890565838943e-78	0.009259259259259259
16	20	LMO3	18.854097	4.954169	3.4342444069312276e-76	0.004629629629629629
16	21	NNMT	18.745804	3.4987772	2.5252507079032274e-75	0.0
16	22	MT-ND3	18.732084	1.9092641	3.1258370454362766e-75	0.009259259259259259
16	23	RPS24	18.7087	1.1342506	4.646527777659795e-75	0.125
16	24	KRT15	18.472773	5.105073	3.628502759529497e-73	0.375
16	25	CIRBP	18.40612	1.805703	1.1524849259623065e-72	0.0
16	26	RPL7A	18.219135	1.1120564	3.44627394781187e-71	0.07407407407407407
16	27	RPL8	18.004816	0.9775682	1.6331798169439086e-69	0.0
16	28	NUPR1	17.913267	2.6558554	8.213894626885597e-69	0.037037037037037035
16	29	MT-ATP6	17.796783	1.9733697	6.402936636269313e-68	0.0
16	30	PERP	17.676113	3.1228168	5.3091997138721296e-67	0.027777777777777776
16	31	MT-ND5	17.607021	1.7267737	1.7486950706666796e-66	0.0
16	32	CSTA	17.580795	3.3670738	2.696386149825709e-66	0.009259259259259259
16	33	RPL5	17.436886	1.1358076	3.281145597364954e-65	0.08333333333333333
16	34	DST	17.299433	2.8868651	3.4049254774317246e-64	0.05092592592592592
16	35	CLU	17.29539	3.104191	3.556284598951648e-64	0.3287037037037037
16	36	MAOA	17.140226	4.666053	4.809916589946379e-63	0.0787037037037037
16	37	MT-CO3	16.923038	1.2718583	1.92156381791118e-61	0.013888888888888888
16	38	TXNIP	16.908966	2.2919726	2.3832552070891394e-61	0.0
16	39	RPL24	16.860975	1.0096006	5.25214178330908e-61	0.18981481481481483
16	40	DPYS	16.705446	6.5250573	7.050209260890265e-60	0.0
16	41	RPL9	16.609137	0.96769875	3.450373913591925e-59	0.0
16	42	RPL11	16.601625	0.87630546	3.827303349879729e-59	0.032407407407407406
16	43	TOMM7	16.593775	1.3869612	4.271144004811558e-59	0.041666666666666664
16	44	RPL14	16.515371	1.0908881	1.539282922410024e-58	0.26851851851851855
16	45	RPS4X	16.511667	0.9580097	1.6039954162319514e-58	0.08796296296296297
16	46	MT-ND1	16.43848	1.3464981	5.274414414902536e-58	0.004629629629629629
16	47	RPS27A	16.392288	0.8139903	1.1072890976485406e-57	0.0787037037037037
16	48	RPL37	16.200008	0.977884	2.522882543340063e-56	0.037037037037037035
16	49	RPL36	15.871881	0.93401176	4.87297777133426e-54	0.4675925925925926
16	50	SNHG8	15.777919	1.9170045	2.106906946839026e-53	0.24537037037037038
17	1	HES6	19.771265	6.9029417	1.3960149884509116e-82	0.0
17	2	SPINT2	16.8907	3.2306006	6.838335920408858e-60	0.0
17	3	KIF19	16.868011	7.092949	6.838335920408858e-60	0.0
17	4	CD24	16.69671	4.361944	9.181980343106533e-59	0.18571428571428572
17	5	BEX1	16.35657	6.739896	2.0713155769228328e-56	0.11428571428571428
17	6	EPCAM	16.073439	4.595787	1.731481579821973e-54	0.0
17	7	SOX4	15.529431	2.4883804	7.270357164944506e-51	0.004761904761904762
17	8	TUBB2B	15.419955	5.5350633	3.5415325849579423e-50	0.0
17	9	TUBA1A	15.334106	2.198771	1.1999118330622372e-49	0.0
17	10	SIX1	14.751319	3.7740693	7.27391323344656e-46	0.08095238095238096
17	11	COX7A2	14.301106	1.3727392	4.7594172308237274e-43	0.0
17	12	BEX2	14.044314	3.7156615	1.702842382773021e-41	0.02857142857142857
17	13	SKP1	13.828694	1.4581366	3.24108997902415e-40	0.01904761904761905
17	14	ATP6V1G1	13.700813	1.5896103	1.6640127409962902e-39	0.0
17	15	PRDX2	13.681748	1.6323966	2.036066305354814e-39	0.0
17	16	CLDN3	13.531113	4.3006334	1.5095879730392365e-38	0.004761904761904762
17	17	TAGLN3	13.465652	7.630954	3.477040779929959e-38	0.04285714285714286
17	18	MYO6	13.400099	3.390134	8.006751783117245e-38	0.28095238095238095
17	19	ATP1B1	13.1415615	3.3118258	2.2935030054572133e-36	0.014285714285714285
17	20	IFI6	13.114562	2.0639389	3.1333520022489245e-36	0.004761904761904762
17	21	STMN1	13.041923	2.0784333	7.807153646579724e-36	0.0
17	22	C21orf59	12.800705	3.3899124	1.7234740928292745e-34	0.004761904761904762
17	23	FAM213A	12.762032	2.5998228	2.724846219126727e-34	0.1523809523809524
17	24	PCBP4	12.6616125	3.9404244	9.478109781482565e-34	0.7666666666666667
17	25	NNAT	12.543212	4.3407135	4.1018783783355834e-33	0.0
17	26	CLDN4	12.467015	3.5378451	1.033174329228705e-32	0.12857142857142856
17	27	H3F3A	12.347636	0.9133211	4.43447175932236e-32	0.004761904761904762
17	28	CIB2	12.329179	4.5919914	5.396939735337877e-32	0.0380952380952381
17	29	OCIAD2	12.3232155	2.301221	5.629733264148801e-32	0.0
17	30	CKB	12.214665	2.9067469	2.0859763111116074e-31	0.1
17	31	KIF1A	12.212113	6.6181383	2.0891479410582787e-31	0.004761904761904762
17	32	MEIS2	12.094784	2.407108	8.290286677056729e-31	0.04285714285714286
17	33	SNRPN	12.076631	2.0863445	1.0059975715245301e-30	0.0761904761904762
17	34	UQCRQ	11.989275	1.5220404	2.822502762001497e-30	0.11904761904761904
17	35	UCHL1	11.983722	4.590267	2.940760052192594e-30	0.30952380952380953
17	36	MARCKSL1	11.92314	1.6551837	5.79977587989458e-30	0.05238095238095238
17	37	GNG8	11.721535	7.1135397	6.242587351082245e-29	0.004761904761904762
17	38	SEC11C	11.664192	2.773267	1.1979519513127489e-28	0.0
17	39	TUBB4B	11.612469	1.7336537	2.1468006062104817e-28	0.23809523809523808
17	40	TSTD1	11.597317	2.392338	2.50585801383563e-28	0.0
17	41	MIF	11.5054655	1.4486357	7.138476846166615e-28	0.023809523809523808
17	42	ATP6V0B	11.379793	1.805418	2.975026872123648e-27	0.2571428571428571
17	43	NGFRAP1	11.30546	1.4522363	6.812649613156431e-27	0.07142857142857142
17	44	KRT8	11.2929	2.2528594	7.6997019407499e-27	0.2571428571428571
17	45	CALM2	11.264036	1.1625412	1.0475403668690519e-26	0.17142857142857143
17	46	FAM60A	11.097985	2.7164023	6.671804041836919e-26	0.01904761904761905
