cluster	rank	gene	score	logfoldchange	pvals_adj	pct_nonzero_in_cluster
17	47	EZR	10.9944725	2.3231475	2.072047692447103e-25	0.08571428571428572
17	48	PEBP1	10.893062	1.3607414	6.224053128943488e-25	0.047619047619047616
17	49	CDH2	10.872806	5.0940485	7.629341111309088e-25	0.6761904761904762
17	50	MSI2	10.87073	2.8088841	7.663033428360837e-25	0.2619047619047619
18	1	KRT17	21.32731	5.14245	1.6799443762332515e-96	0.0
18	2	KRT19	21.25794	4.9798627	3.691131273008797e-96	0.0
18	3	KRT15	20.826832	5.9801855	2.1859928869188524e-92	0.0
18	4	CLU	20.20895	4.3190594	5.414547053124522e-87	0.14646464646464646
18	5	KRT5	19.915112	4.280324	1.5963770284212064e-84	0.13131313131313133
18	6	KRT14	18.93247	5.803077	2.7228910358485767e-76	0.0
18	7	CCL19	18.891037	5.4294276	5.12084497149753e-76	0.010101010101010102
18	8	S100A14	17.555285	3.5687497	1.7965686715571644e-65	0.0
18	9	SPINT2	17.544697	3.3132274	1.9241575777632735e-65	0.0
18	10	CTSV	17.220842	3.718806	4.913396234309788e-63	0.030303030303030304
18	11	PERP	17.176674	3.1554642	9.572232056539664e-63	0.0
18	12	TSC22D1	16.883734	2.4966464	1.3099616134312545e-60	0.015151515151515152
18	13	SAT1	16.219885	2.4219944	6.911760569420984e-56	0.025252525252525252
18	14	DST	16.097828	2.849849	4.6714083583017894e-55	0.0
18	15	RPLP1	15.694955	0.98333377	2.714319153217723e-52	0.0
18	16	SOCS3	15.659916	2.8832428	4.434675243182986e-52	0.0
18	17	NPM1	15.2579	1.4431329	2.1491187694197518e-49	0.005050505050505051
18	18	S100A11	14.428913	1.704481	4.751341647550438e-44	0.21212121212121213
18	19	CD9	14.041851	2.1117804	1.1459940249808336e-41	0.025252525252525252
18	20	SYNPO2	14.004009	3.1402094	1.8604353986381495e-41	0.020202020202020204
18	21	CALML3	13.833605	2.8141081	1.9264098976426956e-40	0.010101010101010102
18	22	SAA1	13.651511	3.4996214	2.1849819423552874e-39	0.015151515151515152
18	23	BST2	13.508606	1.7883072	1.4758930077434412e-38	0.1111111111111111
18	24	DSP	13.404442	2.6052308	5.808890555330875e-38	0.6060606060606061
18	25	NFKBIA	13.3242	1.9686669	1.644424521955069e-37	0.0
18	26	GSTO1	13.28595	2.1048896	2.6453115971693854e-37	0.16666666666666666
18	27	HSPB1	13.213871	1.4878926	6.673245455390893e-37	0.0
18	28	CSTA	12.820931	2.7250483	1.1066566990041402e-34	0.015151515151515152
18	29	VAMP8	12.788042	2.242508	1.6359411716279385e-34	0.0
18	30	TSTD1	12.643614	2.5474746	9.751756680595511e-34	0.045454545454545456
18	31	KRT8	12.640444	2.467003	9.854458090019312e-34	0.005050505050505051
18	32	SFN	12.583469	2.7310226	1.9726291514426513e-33	0.015151515151515152
18	33	RPL7	12.433408	0.92771584	1.268074737264825e-32	0.13636363636363635
18	34	PAX9	12.429679	3.5164545	1.2927179396563724e-32	0.13131313131313133
18	35	CH25H	12.400369	3.0842412	1.815384405229595e-32	0.35353535353535354
18	36	JUNB	12.266065	2.1096141	9.369694431889413e-32	0.03535353535353535
18	37	JUN	12.234128	1.957301	1.3544232447482756e-31	0.03535353535353535
18	38	FBXO2	12.186149	3.5941298	2.3830907921983566e-31	0.0
18	39	CYP1B1	12.136944	2.5258021	4.15022393755918e-31	0.26262626262626265
18	40	H3F3B	12.08393	1.0419055	7.568883277456167e-31	0.0
18	41	HCAR2	12.047135	5.602402	1.1576976392951329e-30	0.005050505050505051
18	42	ARID5B	11.970091	1.8316467	2.876167109900348e-30	0.0707070707070707
18	43	FOS	11.943039	2.0016189	3.9003999373115225e-30	0.015151515151515152
18	44	LGALS3BP	11.931283	1.9256438	4.4007439581920524e-30	0.2828282828282828
18	45	KRT18	11.868757	2.5895576	8.983594375632595e-30	0.08585858585858586
18	46	TGFBI	11.868389	2.6121602	8.983594375632595e-30	0.0
18	47	ANGPT2	11.786854	2.6679318	2.326962313747069e-29	0.04040404040404041
18	48	FN1	11.758796	2.0846548	3.1841705504084437e-29	0.03535353535353535
18	49	NUPR1	11.707346	1.8415905	5.740135206449709e-29	0.5252525252525253
18	50	EIF4A2	11.684173	1.3862258	7.404712752047575e-29	0.23737373737373738
19	1	AIF1	15.025636	5.1596856	2.2047244746261367e-47	0.005376344086021506
19	2	MZB1	13.477084	4.370547	3.328626742999108e-38	0.0
19	3	HMGA1	12.889899	3.5720813	6.18528405016566e-35	0.0
19	4	SEPT6	12.294787	2.916309	8.834895259100672e-32	0.10752688172043011
19	5	IGLL1	12.191288	8.079815	2.8667467671003045e-31	0.06989247311827956
19	6	RP11-620J15.3	12.023952	3.579174	2.074354834178848e-30	0.0
19	7	KIAA0101	11.816966	3.6595876	2.417087315162346e-29	0.016129032258064516
19	8	CD3D	11.304393	3.6262062	7.51374420032727e-27	0.0
19	9	H2AFY	11.292565	2.0395572	8.233094565033239e-27	0.0
19	10	CORO1A	10.941408	3.678135	3.3990515785865213e-25	0.04838709677419355
19	11	ARHGDIB	10.88763	2.1705961	6.03697998875969e-25	0.0
19	12	ADA	10.799466	3.5237432	1.5561906628238434e-24	0.03225806451612903
19	13	STMN1	10.572067	1.9688346	1.6134797596303413e-23	0.005376344086021506
19	14	CD7	10.520998	4.5280747	2.736606290274194e-23	0.005376344086021506
19	15	HMGN2	10.342985	1.5928435	1.592226730764106e-22	0.0
19	16	RNASEH2B	9.723404	2.7225873	6.833406963618359e-20	0.005376344086021506
19	17	SMIM24	9.684934	5.856825	9.645866682546243e-20	0.0
19	18	CD3G	9.683951	3.2615333	9.645866682546243e-20	0.22580645161290322
19	19	CDCA7	9.451853	3.3229353	8.82810754975642e-19	0.03225806451612903
19	20	PTP4A2	9.436588	1.901812	1.011212575827845e-18	0.0
19	21	SPN	9.403127	4.4709387	1.3506149315965372e-18	0.0
19	22	LST1	9.397262	4.7737722	1.4144333534293903e-18	0.03763440860215054
19	23	AC002454.1	9.394736	6.5676084	1.4351106760013584e-18	0.3010752688172043
19	24	CDK6	9.307147	2.9022067	3.1092785131202385e-18	0.3279569892473118
19	25	MT-CO2	9.263275	0.6845657	4.571944973980177e-18	0.0
19	26	PLAC8	9.203564	3.5923588	7.916494426132097e-18	0.08064516129032258
19	27	HNRNPH1	8.925418	1.5389563	9.271967531427326e-17	0.0
19	28	HELLS	8.88626	3.0265698	1.2992808781566897e-16	0.03225806451612903
19	29	TFDP2	8.879147	2.3542097	1.3639602205041664e-16	0.0
19	30	LSP1	8.769712	2.4818363	3.467401784820808e-16	0.0
19	31	H2AFV	8.753003	1.6563381	3.9924040443961356e-16	0.010752688172043012
19	32	SNHG25	8.677451	2.0860434	7.612505835338232e-16	0.005376344086021506
19	33	PTPRC	8.578539	2.8469162	1.733460620126575e-15	0.05913978494623656
19	34	TKT	8.563205	1.9572197	1.9538121167106564e-15	0.0967741935483871
19	35	RAC2	8.511812	3.2631023	3.027441717440861e-15	0.14516129032258066
19	36	NAP1L1	8.468979	0.96033084	4.290933047858689e-15	0.08064516129032258
19	37	LCP1	8.369184	3.717567	9.800412983542711e-15	0.0
19	38	UHRF1	8.315826	4.3724456	1.5197252001895074e-14	0.010752688172043012
19	39	IDH2	8.313498	1.9511235	1.540176748704078e-14	0.20430107526881722
19	40	CD37	8.309794	3.3348448	1.5791487853442043e-14	0.0
19	41	XIST	8.264435	1.6905824	2.2559372601850737e-14	0.016129032258064516
19	42	VAMP8	8.249689	2.0112245	2.5068800938523576e-14	0.10215053763440861
19	43	RAN	8.242899	1.083467	2.6376856346303764e-14	0.05913978494623656
19	44	APBB1IP	8.147509	3.3791342	5.6297972032702446e-14	0.1935483870967742
19	45	HMGN1	8.101434	1.0342609	8.13806752874968e-14	0.03225806451612903
19	46	IL2RG	8.010211	2.7208695	1.6871460994816435e-13	0.0
19	47	TYMS	7.9646974	2.9396641	2.3489189505974746e-13	0.016129032258064516
19	48	RBMX	7.9608107	1.1597071	2.410999575691852e-13	0.005376344086021506
19	49	CENPF	7.8401103	3.0194242	6.059891808758846e-13	0.41935483870967744
19	50	PRSS57	7.7379017	7.726522	1.3269321011484186e-12	0.1881720430107527
20	1	TUBA1B	21.179754	3.2578666	3.8930904507744746e-95	0.0
20	2	H2AFZ	21.126902	3.1844382	5.968680254169895e-95	0.0
20	3	TOP2A	20.407457	6.014573	1.269106626601612e-88	0.0
20	4	HMGB2	20.286926	4.0764594	1.1122583240221188e-87	0.10555555555555556
20	5	TUBB	19.943756	2.825034	9.007377737805702e-85	0.1388888888888889
20	6	STMN1	19.897505	3.3277805	1.89038874488491e-84	0.0
20	7	HMGB1	19.768877	1.9704288	2.090929968923768e-83	0.016666666666666666
20	8	NUSAP1	19.579386	5.7462835	7.68422014912205e-82	0.0
20	9	CENPF	19.314758	5.557767	1.1893388023166036e-79	0.0
20	10	HMGN2	19.14236	2.7002957	2.9722862148788956e-78	0.016666666666666666
20	11	MKI67	18.652155	5.655803	2.9241456950315742e-74	0.0
20	12	UBE2C	18.202398	6.1176915	1.0916757090016618e-70	0.016666666666666666
20	13	BIRC5	17.837742	5.576535	7.342943093042844e-68	0.016666666666666666
20	14	PTTG1	17.432724	4.6144705	8.822319516034194e-65	0.0
20	15	HIST1H4C	16.775013	3.8846378	6.573127294659216e-60	0.0
20	16	CKS1B	16.535933	3.377775	3.351814610291377e-58	0.0
20	17	LGALS1	16.096355	2.5777776	4.221008582712955e-55	0.005555555555555556
20	18	NUCKS1	16.076397	1.986884	5.5026620364336445e-55	0.15
20	19	H2AFV	16.04396	2.6694503	8.794110497124382e-55	0.011111111111111112
20	20	CKAP2	15.944474	4.129946	4.127148268937704e-54	0.0
20	21	GTSE1	15.786776	5.5374794	4.845554105649521e-53	0.0
20	22	SMC4	15.721635	3.3558338	1.2960280156655748e-52	0.011111111111111112
20	23	AURKB	15.421207	5.2742286	1.359205403087721e-50	0.17222222222222222
20	24	CKS2	15.348723	3.7517254	3.991508303495639e-50	0.4777777777777778
20	25	TYMS	15.140583	4.5278893	9.275082126269514e-49	0.0
20	26	PTMA	15.109132	1.1621916	1.4380446814345145e-48	0.24444444444444444
20	27	KIAA0101	15.0087185	4.2562337	6.323489249299062e-48	0.0
20	28	TUBB4B	14.487747	2.2877767	1.3716082715727826e-44	0.05
20	29	ARL6IP1	14.314238	2.732116	1.6306147188583509e-43	0.0
20	30	PRC1	14.10229	4.861489	3.2499701008775533e-42	0.0
20	31	CDK1	14.020525	4.7514086	9.987590763987393e-42	0.005555555555555556
20	32	PBK	13.9840975	6.0996275	1.6155068599203934e-41	0.016666666666666666
20	33	ACTB	13.906012	1.2540606	4.680205755176544e-41	0.016666666666666666
20	34	PTMS	13.816377	1.9457921	1.5836805567175437e-40	0.2777777777777778
20	35	DTYMK	13.799824	3.0248842	1.935779973144865e-40	0.4222222222222222
20	36	ASPM	13.553161	5.164407	5.590638491421553e-39	0.08333333333333333
20	37	CENPW	13.494335	3.8817396	1.2103977594049004e-38	0.016666666666666666
20	38	TPX2	13.342853	4.9731774	9.09869047696174e-38	0.0
20	39	TMSB4X	13.305071	1.5214609	1.4707523481438333e-37	0.18333333333333332
20	40	MZT2B	13.265779	1.5952942	2.4239601435234537e-37	0.0
20	41	TMSB10	13.008037	1.421991	7.12384593098674e-36	0.005555555555555556
20	42	HIST1H1D	12.679267	3.8553128	4.8651257318234085e-34	0.1
20	43	HN1	12.655186	2.7852004	6.458981583383587e-34	0.08333333333333333
20	44	COL4A2	12.623065	2.1025872	9.497033022301713e-34	0.20555555555555555
20	45	COL4A1	12.562885	2.2172685	1.9906903871991905e-33	0.11666666666666667
20	46	GNG11	12.367875	1.8620914	2.2484405569100198e-32	0.0
20	47	PFN1	12.331491	1.2960382	3.45898191590985e-32	0.03888888888888889
20	48	CFL1	12.248358	1.2229557	9.47166201113957e-32	0.05
20	49	SMC2	12.176672	3.0824575	2.239715840863098e-31	0.6444444444444445
20	50	TUBB6	12.171768	2.6572158	2.3308942341673675e-31	0.21666666666666667
21	1	MALAT1	17.5971	2.0481763	6.875782192626338e-65	0.0
21	2	MDM4	17.227339	5.211568	2.1957908791999785e-62	0.0
21	3	MZB1	17.200283	6.9488235	2.335849781345668e-62	0.0
21	4	SEPT6	17.005651	5.397164	2.8252110722125068e-61	0.11290322580645161
21	5	CD1E	16.071344	8.035916	7.163889262366251e-55	0.04838709677419355
21	6	SATB1	15.847739	5.9450502	2.273391214880237e-53	0.0
21	7	PTPRC	15.836745	5.9344597	2.55733782659858e-53	0.0
21	8	CD3G	15.472756	6.252196	6.109830283044854e-51	0.0
21	9	TCF7	15.316311	5.3860626	5.441177571920361e-50	0.0
21	10	PTP4A2	15.194987	4.0952954	3.2657228811884643e-49	0.03225806451612903
21	11	ARPP21	15.147844	6.694324	6.106830602793286e-49	0.0
21	12	RP11-356I2.4	14.43259	6.1863647	1.821042235444344e-44	0.024193548387096774
21	13	TRBC2	14.414198	6.499708	2.327705164764817e-44	0.04032258064516129
21	14	CD8B	14.371867	6.7065835	4.205713117043208e-44	0.008064516129032258
21	15	CD1B	14.365446	7.5198655	4.521991605239746e-44	0.0
21	16	XIST	14.2565365	3.3955164	2.1227212494723577e-43	0.0
21	17	PNISR	14.033239	2.4945378	4.621608458197138e-42	0.0
21	18	TFDP2	13.924039	4.506536	1.9676483059420214e-41	0.06451612903225806
21	19	CD3E	13.872153	6.08725	3.932947913596858e-41	0.0
21	20	CD8A	13.866056	7.345028	4.214893668522958e-41	0.0
21	21	ELOVL4	13.7142515	7.19781	3.253470041499633e-40	0.0
21	22	MTRNR2L12	13.59238	3.8370445	1.683607610376234e-39	0.008064516129032258
21	23	CD3D	13.4881115	5.7105	6.675296768789167e-39	0.04838709677419355
21	24	LCK	13.447545	5.854735	1.1405959210658806e-38	0.16129032258064516
21	25	CD52	13.264163	6.1910405	1.2701318951377885e-37	0.0
21	26	APBB1IP	13.239813	6.254237	1.734796855508291e-37	0.016129032258064516
21	27	BCL11B	13.203201	5.817107	2.752977800258654e-37	0.0
21	28	LEF1	12.947488	5.4546914	7.400283635550504e-36	0.008064516129032258
21	29	LTB	12.875635	5.539489	1.8393900904263599e-35	0.0
21	30	MT-ATP6	12.855069	1.8957894	2.3475671886779245e-35	0.0
21	31	RAG1	12.561666	6.8624125	8.91891483239718e-34	0.0
21	32	SCAI	12.526955	5.047449	1.3557069309804407e-33	0.0
21	33	CD38	12.262748	6.6482935	3.591415098089538e-32	0.0
21	34	AQP3	12.20742	4.8236837	6.77920388783301e-32	0.0
21	35	SH2D1A	12.19992	6.2158384	7.367137895942109e-32	0.06451612903225806
21	36	EVL	12.018644	3.8733647	6.427952247311492e-31	0.03225806451612903
21	37	DDX17	12.011606	2.3460476	6.939887598800102e-31	0.0
21	38	NFATC3	12.004996	4.263822	7.454093213251835e-31	0.0
21	39	DGKA	11.568007	5.19703	1.1586852396638936e-28	0.13709677419354838
21	40	CHD1	11.5400095	3.5120945	1.58196615903434e-28	0.008064516129032258
21	41	TRBC1	11.528673	5.968459	1.7790969204604916e-28	0.008064516129032258
21	42	MT-CO2	11.493604	1.2032602	2.6345700842424896e-28	0.0967741935483871
21	43	PDE7A	11.333168	4.703215	1.5999827554727682e-27	0.0
21	44	CD2	11.190541	5.3935294	7.915066506827935e-27	0.08064516129032258
21	45	IKZF1	11.15578	5.223899	1.1480919410469365e-26	0.008064516129032258
21	46	DNTT	10.884552	7.932284	2.2084183765978733e-25	0.0
21	47	CD247	10.87563	5.649498	2.391747159400773e-25	0.024193548387096774
21	48	CHI3L2	10.829189	4.9096622	3.9056333080323845e-25	0.008064516129032258
21	49	TRAF3IP3	10.713105	5.163082	1.3701594512363776e-24	0.16129032258064516
21	50	TRAC	10.657743	4.5583754	2.445371345691045e-24	0.1693548387096774
22	1	TTN	16.280958	8.927053	3.573335818354967e-55	0.010869565217391304
22	2	NEB	16.150476	9.621155	1.494233285077083e-54	0.0
22	3	EMC10	15.975423	5.9028397	1.6757586352303107e-53	0.0
22	4	NNAT	15.590188	7.433929	5.627761823924542e-51	0.22826086956521738
22	5	TNNI1	15.396043	9.10638	9.228788931746995e-50	0.16304347826086957
22	6	CKM	15.238929	9.599551	6.6771863532895164e-49	0.0
22	7	CTD-2545M3.8	15.238551	9.943774	6.6771863532895164e-49	0.0
22	8	KLHL41	15.236825	9.498047	6.6771863532895164e-49	0.0
22	9	MYL5	14.883224	7.8092375	1.2481717565183313e-46	0.0
22	10	MYL4	14.7171	7.496619	1.3277949914667762e-45	0.11956521739130435
22	11	MYOG	14.695587	9.489925	1.6586837174524863e-45	0.0
22	12	TNNT1	14.638949	8.835249	3.502811449166269e-45	0.021739130434782608
22	13	TPM2	14.536648	4.5004845	1.4480900411023866e-44	0.0
22	14	TNNT2	14.496858	9.049797	2.402400302873482e-44	0.010869565217391304
22	15	PDLIM3	14.444189	5.7458744	4.822201255208403e-44	0.0
22	16	ACTC1	14.417398	8.741313	6.666841526527716e-44	0.0
22	17	MEG3	13.9797125	4.0327706	3.234241697924327e-41	0.03260869565217391
22	18	TNNT3	13.90446	6.440274	8.768464934494999e-41	0.34782608695652173
22	19	DES	13.707437	8.152464	1.2790747298413212e-39	0.0
22	20	BLCAP	13.642543	4.083574	2.965247486324994e-39	0.0
22	21	PPP1R14B	13.638455	3.733787	2.9868839793890385e-39	0.0
22	22	COX6A2	13.60581	9.2177105	4.4583587719816417e-39	0.021739130434782608
22	23	STAC3	13.591244	8.497302	5.2042198881817196e-39	0.17391304347826086
22	24	ACTA1	13.376102	8.753403	9.21661537068497e-38	0.8260869565217391
22	25	HES6	13.188744	5.0956416	1.080623042941748e-36	0.0
22	26	RPL37A	13.052983	1.2893056	6.232928963914346e-36	0.18478260869565216
22	27	MYLPF	12.779814	7.8455005	2.087978146461334e-34	0.05434782608695652
22	28	MYH3	12.679318	9.272485	7.292880085978001e-34	0.03260869565217391
22	29	PKM	12.671479	2.6028845	7.781729695671308e-34	0.0
22	30	GAPDH	12.6406	1.6333348	1.1146152303714998e-33	0.06521739130434782
22	31	ARPP21	12.512421	4.56368	5.462153703744551e-33	0.010869565217391304
22	32	HSPB1	12.502736	1.9947553	5.9774143377868164e-33	0.010869565217391304
22	33	TNNC2	12.495174	7.243589	6.374582411315182e-33	0.10869565217391304
22	34	RBP1	12.285094	3.641331	8.49564776615999e-32	0.043478260869565216
22	35	SMPX	11.983745	8.784592	3.2759226581274114e-30	0.3804347826086957
22	36	FITM1	11.964614	8.084795	3.9027475502478345e-30	0.10869565217391304
22	37	RASSF4	11.941018	4.67688	5.048027099365026e-30	0.0
22	38	PEG10	11.923356	3.49229	6.081375055952973e-30	0.0
22	39	TNNI2	11.912699	8.110794	6.738273605081883e-30	0.2608695652173913
22	40	KRT8	11.706825	3.364031	7.606766941443131e-29	0.0
22	41	UQCRQ	11.52687	1.8736619	6.099134511323655e-28	0.021739130434782608
22	42	TPM1	11.4445915	2.9812162	1.5435947765406398e-27	0.10869565217391304
22	43	SLN	11.2205	8.691141	1.9147019507583303e-26	0.05434782608695652
22	44	RPS21	11.220102	1.328699	1.9147019507583303e-26	0.20652173913043478
22	45	DMPK	11.203036	4.4647865	2.2714721618249015e-26	0.05434782608695652
22	46	HN1	11.115023	3.172301	5.982452945428707e-26	0.0
22	47	CKB	11.036198	3.7878942	1.4123186875858914e-25	0.03260869565217391
22	48	PDE4DIP	10.873189	4.54458	8.205119643063922e-25	0.043478260869565216
22	49	TSTD1	10.833181	2.9567964	1.2463378875025016e-24	0.8152173913043478
22	50	RPS5	10.786109	1.1813953	2.0419685725815644e-24	0.29347826086956524
23	1	S100A10	6.905664	2.647455	1.325183351368499e-07	0.0
23	2	TFPI2	6.321479	6.8625975	3.4352914489847684e-06	0.0
23	3	RARRES2	6.084993	3.5321956	1.0298282258243874e-05	0.0
23	4	MSLN	5.733091	8.620661	4.358858947439052e-05	0.038461538461538464
23	5	UPK3B	5.706013	7.449275	4.3816035220736296e-05	0.11538461538461539
23	6	TIMP1	5.607186	2.3286335	6.817060255051036e-05	0.0
23	7	SPARC	5.3198915	1.8718096	0.0002753548896566596	0.038461538461538464
23	8	RARRES1	5.20879	5.6304626	0.00045236312071606904	0.0
23	9	HCFC1R1	5.195028	2.6064875	0.00045236312071606904	0.0
23	10	CCDC80	5.130346	3.6729445	0.0005478473518739439	0.038461538461538464
23	11	PLLP	5.1079917	4.7235007	0.0005756630473968703	0.0
23	12	MIF	5.051046	1.6363956	0.0007283011197526704	0.0
23	13	C3	4.9912734	4.107623	0.0008500615888405795	0.0
23	14	CRYAB	4.988335	3.1285818	0.0008500615888405795	0.0
23	15	HTRA1	4.941283	2.949173	0.0010291083568713052	0.0
23	16	KLK11	4.8425307	4.979316	0.0016189301968075453	0.0
23	17	CST6	4.783316	4.9760737	0.0020785235725181224	0.038461538461538464
23	18	PRG4	4.7245107	8.77397	0.002550656865212776	0.19230769230769232
23	19	ITLN1	4.720122	9.106695	0.002550656865212776	0.0
23	20	COL3A1	4.716068	2.1759098	0.002550656865212776	0.0
23	21	RPS12	4.692895	0.8325818	0.0027174228906739575	0.0
23	22	RPS29	4.67002	0.95850503	0.0027541487746251523	0.0
23	23	IGFBP5	4.5338492	2.5512257	0.004954823391447892	0.0
23	24	KRT18	4.466824	3.3005521	0.006579400860624975	0.19230769230769232
23	25	SLPI	4.4461436	3.2422094	0.00702583907546495	0.0
23	26	TSPAN3	4.439374	2.1713548	0.007037234357029583	0.2692307692307692
23	27	C19orf33	4.423194	3.5964837	0.007286734431735241	0.0
23	28	EZR	4.4180613	2.6308246	0.007286734431735241	0.0
23	29	TMEM176B	4.4114404	3.4527924	0.007286734431735241	0.0
23	30	PDZK1IP1	4.4078326	4.273642	0.007286734431735241	0.0
23	31	CLDN15	4.391504	3.360937	0.007654712613273053	0.0
23	32	TGM1	4.278431	5.913339	0.0121743131982755	0.0
23	33	EMP3	4.256114	2.0990596	0.012828933504138553	0.0
23	34	LINC01133	4.2060494	5.146424	0.015663269480008058	0.07692307692307693
23	35	RPS8	4.18496	0.82894015	0.016808748297836913	0.34615384615384615
23	36	SEMA3C	4.164614	4.929625	0.017597956178289912	0.07692307692307693
23	37	TMEM176A	4.1551666	3.5423582	0.017959030731740874	0.07692307692307693
23	38	BSG	4.138057	1.4411501	0.018956887462562636	0.0
23	39	CLIC3	4.091749	2.8953292	0.02226283114869661	0.07692307692307693
23	40	MT1E	4.0839753	3.0698593	0.022269923418640404	0.0
23	41	COX7C	4.082748	0.9343228	0.022269923418640404	0.0
23	42	RPS17	4.0635924	1.1209316	0.02352443100555521	0.15384615384615385
23	43	COL1A1	4.061361	2.1523829	0.02352443100555521	0.0
23	44	SNCA	4.03127	3.0295334	0.026271953733948635	0.11538461538461539
23	45	TMEM98	4.0262117	3.1799293	0.026372356537386798	0.038461538461538464
23	46	EFEMP1	3.9980178	3.246056	0.02920635453666022	0.0
23	47	CRIP1	3.9696753	2.407661	0.03218551836264825	0.07692307692307693
23	48	NAP1L1	3.9668856	1.1602341	0.03218551836264825	0.07692307692307693
23	49	CD151	3.9569173	1.4521554	0.03300791422499303	0.5384615384615384
23	50	C4orf48	3.9350095	2.6848354	0.035585308710794634	0.15384615384615385
